Ward,Neighbourhood Number,Neighbourhood Name,Age,Female,Male,Other
WARD 1,4750,ROSENTHAL,No response,304,339,0
WARD 2,1110,EDMONTON MUNICIPAL AIRPORT,0,0,0,0
WARD 2,1110,EDMONTON MUNICIPAL AIRPORT,1,0,0,0
WARD 2,1110,EDMONTON MUNICIPAL AIRPORT,2,0,0,0
WARD 2,1110,EDMONTON MUNICIPAL AIRPORT,3,0,0,0
WARD 2,1110,EDMONTON MUNICIPAL AIRPORT,4,0,0,0
WARD 2,1110,EDMONTON MUNICIPAL AIRPORT,5,0,0,0
WARD 2,1110,EDMONTON MUNICIPAL AIRPORT,6,0,0,0
WARD 2,1110,EDMONTON MUNICIPAL AIRPORT,7,0,0,0
WARD 2,1110,EDMONTON MUNICIPAL AIRPORT,8,0,0,0
WARD 2,1110,EDMONTON MUNICIPAL AIRPORT,9,0,0,0
WARD 2,1110,EDMONTON MUNICIPAL AIRPORT,10,0,0,0
WARD 2,1110,EDMONTON MUNICIPAL AIRPORT,11,0,0,0
WARD 2,1110,EDMONTON MUNICIPAL AIRPORT,12,0,0,0
WARD 2,1110,EDMONTON MUNICIPAL AIRPORT,13,0,0,0
WARD 2,1110,EDMONTON MUNICIPAL AIRPORT,14,0,0,0
WARD 2,1110,EDMONTON MUNICIPAL AIRPORT,15,0,0,0
WARD 2,1110,EDMONTON MUNICIPAL AIRPORT,16,0,0,0
WARD 2,1110,EDMONTON MUNICIPAL AIRPORT,17,0,0,0
WARD 2,1110,EDMONTON MUNICIPAL AIRPORT,18,0,0,0
WARD 2,1110,EDMONTON MUNICIPAL AIRPORT,19,0,0,0
WARD 2,1110,EDMONTON MUNICIPAL AIRPORT,20,0,0,0
WARD 2,1110,EDMONTON MUNICIPAL AIRPORT,21,0,0,0
WARD 2,1110,EDMONTON MUNICIPAL AIRPORT,22,0,0,0
WARD 2,1110,EDMONTON MUNICIPAL AIRPORT,23,0,0,0
WARD 2,1110,EDMONTON MUNICIPAL AIRPORT,24,0,0,0
WARD 2,1110,EDMONTON MUNICIPAL AIRPORT,25,0,0,0
WARD 2,1110,EDMONTON MUNICIPAL AIRPORT,26,0,0,0
WARD 2,1110,EDMONTON MUNICIPAL AIRPORT,27,0,0,0
WARD 2,1110,EDMONTON MUNICIPAL AIRPORT,28,0,0,0
WARD 2,1110,EDMONTON MUNICIPAL AIRPORT,29,0,0,0
WARD 2,1110,EDMONTON MUNICIPAL AIRPORT,30,0,0,0
WARD 2,1110,EDMONTON MUNICIPAL AIRPORT,31,0,0,0
WARD 2,1110,EDMONTON MUNICIPAL AIRPORT,32,0,0,0
WARD 2,1110,EDMONTON MUNICIPAL AIRPORT,33,0,0,0
WARD 2,1110,EDMONTON MUNICIPAL AIRPORT,34,0,0,0
WARD 2,1110,EDMONTON MUNICIPAL AIRPORT,35,0,0,0
WARD 2,1110,EDMONTON MUNICIPAL AIRPORT,36,0,0,0
WARD 2,1110,EDMONTON MUNICIPAL AIRPORT,37,0,0,0
WARD 2,1110,EDMONTON MUNICIPAL AIRPORT,38,0,0,0
WARD 2,1110,EDMONTON MUNICIPAL AIRPORT,39,0,0,0
WARD 2,1110,EDMONTON MUNICIPAL AIRPORT,40,0,0,0
WARD 2,1110,EDMONTON MUNICIPAL AIRPORT,41,0,0,0
WARD 2,1110,EDMONTON MUNICIPAL AIRPORT,42,0,0,0
WARD 2,1110,EDMONTON MUNICIPAL AIRPORT,43,0,0,0
WARD 2,1110,EDMONTON MUNICIPAL AIRPORT,44,0,0,0
WARD 2,1110,EDMONTON MUNICIPAL AIRPORT,45,0,0,0
WARD 2,1110,EDMONTON MUNICIPAL AIRPORT,46,0,0,0
WARD 2,1110,EDMONTON MUNICIPAL AIRPORT,47,0,0,0
WARD 2,1110,EDMONTON MUNICIPAL AIRPORT,48,0,0,0
WARD 2,1110,EDMONTON MUNICIPAL AIRPORT,49,0,0,0
WARD 2,1110,EDMONTON MUNICIPAL AIRPORT,50,0,0,0
WARD 2,1110,EDMONTON MUNICIPAL AIRPORT,51,0,0,0
WARD 2,1110,EDMONTON MUNICIPAL AIRPORT,52,0,0,0
WARD 2,1110,EDMONTON MUNICIPAL AIRPORT,53,0,0,0
WARD 2,1110,EDMONTON MUNICIPAL AIRPORT,54,0,0,0
WARD 2,1110,EDMONTON MUNICIPAL AIRPORT,55,0,0,0
WARD 2,1110,EDMONTON MUNICIPAL AIRPORT,56,0,0,0
WARD 2,1110,EDMONTON MUNICIPAL AIRPORT,57,0,0,0
WARD 2,1110,EDMONTON MUNICIPAL AIRPORT,58,0,0,0
WARD 2,1110,EDMONTON MUNICIPAL AIRPORT,59,0,0,0
WARD 2,1110,EDMONTON MUNICIPAL AIRPORT,60,0,0,0
WARD 2,1110,EDMONTON MUNICIPAL AIRPORT,61,0,0,0
WARD 2,1110,EDMONTON MUNICIPAL AIRPORT,62,0,0,0
WARD 2,1110,EDMONTON MUNICIPAL AIRPORT,63,0,0,0
WARD 2,1110,EDMONTON MUNICIPAL AIRPORT,64,0,0,0
WARD 2,1110,EDMONTON MUNICIPAL AIRPORT,65,0,0,0
WARD 2,1110,EDMONTON MUNICIPAL AIRPORT,66,0,0,0
WARD 2,1110,EDMONTON MUNICIPAL AIRPORT,67,0,0,0
WARD 2,1110,EDMONTON MUNICIPAL AIRPORT,68,0,0,0
WARD 2,1110,EDMONTON MUNICIPAL AIRPORT,69,0,0,0
WARD 2,1110,EDMONTON MUNICIPAL AIRPORT,70,0,0,0
WARD 2,1110,EDMONTON MUNICIPAL AIRPORT,71,0,0,0
WARD 2,1110,EDMONTON MUNICIPAL AIRPORT,72,0,0,0
WARD 2,1110,EDMONTON MUNICIPAL AIRPORT,73,0,0,0
WARD 2,1110,EDMONTON MUNICIPAL AIRPORT,74,0,0,0
WARD 2,1110,EDMONTON MUNICIPAL AIRPORT,75,0,0,0
WARD 2,1110,EDMONTON MUNICIPAL AIRPORT,76,0,0,0
WARD 2,1110,EDMONTON MUNICIPAL AIRPORT,77,0,0,0
WARD 2,1110,EDMONTON MUNICIPAL AIRPORT,78,0,0,0
WARD 2,1110,EDMONTON MUNICIPAL AIRPORT,79,0,0,0
WARD 2,1110,EDMONTON MUNICIPAL AIRPORT,80,0,0,0
WARD 2,1110,EDMONTON MUNICIPAL AIRPORT,81,0,0,0
WARD 2,1110,EDMONTON MUNICIPAL AIRPORT,82,0,0,0
WARD 2,1110,EDMONTON MUNICIPAL AIRPORT,83,0,0,0
WARD 2,1110,EDMONTON MUNICIPAL AIRPORT,84,0,0,0
WARD 2,1110,EDMONTON MUNICIPAL AIRPORT,85+,0,0,0
WARD 2,1110,EDMONTON MUNICIPAL AIRPORT,No response,0,0,0
WARD 2,1170,PRINCE RUPERT,0,1,2,0
WARD 2,1170,PRINCE RUPERT,1,0,5,0
WARD 2,1170,PRINCE RUPERT,2,2,0,0
WARD 2,1170,PRINCE RUPERT,3,2,1,0
WARD 2,1170,PRINCE RUPERT,4,3,0,0
WARD 2,1170,PRINCE RUPERT,5,4,3,0
WARD 2,1170,PRINCE RUPERT,6,1,0,0
WARD 2,1170,PRINCE RUPERT,7,1,0,0
WARD 2,1170,PRINCE RUPERT,8,0,0,0
WARD 2,1170,PRINCE RUPERT,9,0,1,0
WARD 2,1170,PRINCE RUPERT,10,0,1,0
WARD 2,1170,PRINCE RUPERT,11,0,2,0
WARD 2,1170,PRINCE RUPERT,12,1,1,0
WARD 2,1170,PRINCE RUPERT,13,0,0,0
WARD 2,1170,PRINCE RUPERT,14,1,0,0
WARD 2,1170,PRINCE RUPERT,15,1,0,0
WARD 2,1170,PRINCE RUPERT,16,4,1,0
WARD 2,1170,PRINCE RUPERT,17,1,3,0
WARD 2,1170,PRINCE RUPERT,18,1,2,0
WARD 2,1170,PRINCE RUPERT,19,1,1,0
WARD 2,1170,PRINCE RUPERT,20,3,3,0
WARD 2,1170,PRINCE RUPERT,21,1,1,0
WARD 2,1170,PRINCE RUPERT,22,1,1,0
WARD 2,1170,PRINCE RUPERT,23,0,3,0
WARD 2,1170,PRINCE RUPERT,24,1,3,0
WARD 2,1170,PRINCE RUPERT,25,1,0,0
WARD 2,1170,PRINCE RUPERT,26,1,1,0
WARD 2,1170,PRINCE RUPERT,27,4,1,0
WARD 2,1170,PRINCE RUPERT,28,4,3,0
WARD 2,1170,PRINCE RUPERT,29,5,4,0
WARD 2,1170,PRINCE RUPERT,30,3,3,0
WARD 2,1170,PRINCE RUPERT,31,4,3,0
WARD 2,1170,PRINCE RUPERT,32,3,1,0
WARD 2,1170,PRINCE RUPERT,33,5,6,0
WARD 2,1170,PRINCE RUPERT,34,4,3,0
WARD 2,1170,PRINCE RUPERT,35,3,3,0
WARD 2,1170,PRINCE RUPERT,36,2,2,0
WARD 2,1170,PRINCE RUPERT,37,2,2,0
WARD 2,1170,PRINCE RUPERT,38,1,0,0
WARD 2,1170,PRINCE RUPERT,39,3,1,0
WARD 2,1170,PRINCE RUPERT,40,1,4,0
WARD 2,1170,PRINCE RUPERT,41,4,2,0
WARD 2,1170,PRINCE RUPERT,42,0,2,0
WARD 2,1170,PRINCE RUPERT,43,1,2,0
WARD 2,1170,PRINCE RUPERT,44,0,0,0
WARD 2,1170,PRINCE RUPERT,45,2,1,0
WARD 2,1170,PRINCE RUPERT,46,4,2,0
WARD 2,1170,PRINCE RUPERT,47,0,3,0
WARD 2,1170,PRINCE RUPERT,48,1,2,0
WARD 2,1170,PRINCE RUPERT,49,2,3,0
WARD 2,1170,PRINCE RUPERT,50,2,4,0
WARD 2,1170,PRINCE RUPERT,51,0,2,0
WARD 2,1170,PRINCE RUPERT,52,5,2,0
WARD 2,1170,PRINCE RUPERT,53,3,1,0
WARD 2,1170,PRINCE RUPERT,54,2,3,0
WARD 2,1170,PRINCE RUPERT,55,1,3,0
WARD 2,1170,PRINCE RUPERT,56,3,3,0
WARD 2,1170,PRINCE RUPERT,57,3,6,0
WARD 2,1170,PRINCE RUPERT,58,4,5,0
WARD 2,1170,PRINCE RUPERT,59,8,4,0
WARD 2,1170,PRINCE RUPERT,60,2,3,0
WARD 2,1170,PRINCE RUPERT,61,6,2,0
WARD 2,1170,PRINCE RUPERT,62,7,2,0
WARD 2,1170,PRINCE RUPERT,63,1,3,0
WARD 2,1170,PRINCE RUPERT,64,3,3,0
WARD 2,1170,PRINCE RUPERT,65,4,3,0
WARD 2,1170,PRINCE RUPERT,66,1,3,0
WARD 2,1170,PRINCE RUPERT,67,2,0,0
WARD 2,1170,PRINCE RUPERT,68,0,4,0
WARD 2,1170,PRINCE RUPERT,69,1,5,0
WARD 2,1170,PRINCE RUPERT,70,3,1,0
WARD 2,1170,PRINCE RUPERT,71,0,2,0
WARD 2,1170,PRINCE RUPERT,72,0,2,0
WARD 2,1170,PRINCE RUPERT,73,1,0,0
WARD 2,1170,PRINCE RUPERT,74,3,0,0
WARD 2,1170,PRINCE RUPERT,75,2,1,0
WARD 2,1170,PRINCE RUPERT,76,0,0,0
WARD 2,1170,PRINCE RUPERT,77,4,2,0
WARD 2,1170,PRINCE RUPERT,78,3,2,0
WARD 2,1170,PRINCE RUPERT,79,7,2,0
WARD 2,1170,PRINCE RUPERT,80,1,0,0
WARD 2,1170,PRINCE RUPERT,81,0,1,0
WARD 2,1170,PRINCE RUPERT,82,1,1,0
WARD 2,1170,PRINCE RUPERT,83,1,0,0
WARD 2,1170,PRINCE RUPERT,84,1,0,0
WARD 2,1170,PRINCE RUPERT,85+,6,3,0
WARD 2,1170,PRINCE RUPERT,No response,461,483,1
WARD 2,1230,SPRUCE AVENUE,0,6,5,0
WARD 2,1230,SPRUCE AVENUE,1,7,3,0
WARD 2,1230,SPRUCE AVENUE,2,4,5,0
WARD 2,1230,SPRUCE AVENUE,3,3,2,0
WARD 2,1230,SPRUCE AVENUE,4,5,3,0
WARD 2,1230,SPRUCE AVENUE,5,5,2,0
WARD 2,1230,SPRUCE AVENUE,6,5,4,0
WARD 2,1230,SPRUCE AVENUE,7,3,1,0
WARD 2,1230,SPRUCE AVENUE,8,4,3,0
WARD 2,1230,SPRUCE AVENUE,9,0,3,0
WARD 2,1230,SPRUCE AVENUE,10,4,3,0
WARD 2,1230,SPRUCE AVENUE,11,2,2,0
WARD 2,1230,SPRUCE AVENUE,12,4,3,0
WARD 2,1230,SPRUCE AVENUE,13,5,0,0
WARD 2,1230,SPRUCE AVENUE,14,2,1,0
WARD 2,1230,SPRUCE AVENUE,15,7,2,0
WARD 2,1230,SPRUCE AVENUE,16,5,9,0
WARD 2,1230,SPRUCE AVENUE,17,8,2,0
WARD 2,1230,SPRUCE AVENUE,18,5,6,0
WARD 2,1230,SPRUCE AVENUE,19,9,6,0
WARD 2,1230,SPRUCE AVENUE,20,13,14,0
WARD 2,1230,SPRUCE AVENUE,21,15,23,0
WARD 2,1230,SPRUCE AVENUE,22,11,9,0
WARD 2,1230,SPRUCE AVENUE,23,10,19,0
WARD 2,1230,SPRUCE AVENUE,24,11,18,0
WARD 2,1230,SPRUCE AVENUE,25,7,19,0
WARD 2,1230,SPRUCE AVENUE,26,12,11,0
WARD 2,1230,SPRUCE AVENUE,27,11,9,0
WARD 2,1230,SPRUCE AVENUE,28,7,20,0
WARD 2,1230,SPRUCE AVENUE,29,4,8,0
WARD 2,1230,SPRUCE AVENUE,30,16,6,0
WARD 2,1230,SPRUCE AVENUE,31,12,6,0
WARD 2,1230,SPRUCE AVENUE,32,23,6,0
WARD 2,1230,SPRUCE AVENUE,33,13,9,0
WARD 2,1230,SPRUCE AVENUE,34,24,7,0
WARD 2,1230,SPRUCE AVENUE,35,9,9,0
WARD 2,1230,SPRUCE AVENUE,36,14,13,0
WARD 2,1230,SPRUCE AVENUE,37,11,7,0
WARD 2,1230,SPRUCE AVENUE,38,10,3,0
WARD 2,1230,SPRUCE AVENUE,39,8,11,0
WARD 2,1230,SPRUCE AVENUE,40,9,5,0
WARD 2,1230,SPRUCE AVENUE,41,11,8,0
WARD 2,1230,SPRUCE AVENUE,42,13,15,0
WARD 2,1230,SPRUCE AVENUE,43,11,12,0
WARD 2,1230,SPRUCE AVENUE,44,8,7,0
WARD 2,1230,SPRUCE AVENUE,45,11,4,0
WARD 2,1230,SPRUCE AVENUE,46,16,7,0
WARD 2,1230,SPRUCE AVENUE,47,11,7,0
WARD 2,1230,SPRUCE AVENUE,48,5,8,0
WARD 2,1230,SPRUCE AVENUE,49,10,5,0
WARD 2,1230,SPRUCE AVENUE,50,18,4,0
WARD 2,1230,SPRUCE AVENUE,51,16,20,0
WARD 2,1230,SPRUCE AVENUE,52,21,9,0
WARD 2,1230,SPRUCE AVENUE,53,22,14,0
WARD 2,1230,SPRUCE AVENUE,54,17,9,0
WARD 2,1230,SPRUCE AVENUE,55,20,18,0
WARD 2,1230,SPRUCE AVENUE,56,17,4,0
WARD 2,1230,SPRUCE AVENUE,57,9,7,0
WARD 2,1230,SPRUCE AVENUE,58,11,15,0
WARD 2,1230,SPRUCE AVENUE,59,13,14,0
WARD 2,1230,SPRUCE AVENUE,60,17,9,0
WARD 2,1230,SPRUCE AVENUE,61,11,12,0
WARD 2,1230,SPRUCE AVENUE,62,16,8,0
WARD 2,1230,SPRUCE AVENUE,63,8,8,0
WARD 2,1230,SPRUCE AVENUE,64,14,2,0
WARD 2,1230,SPRUCE AVENUE,65,4,12,0
WARD 2,1230,SPRUCE AVENUE,66,7,7,0
WARD 2,1230,SPRUCE AVENUE,67,13,5,0
WARD 2,1230,SPRUCE AVENUE,68,12,6,0
WARD 2,1230,SPRUCE AVENUE,69,11,7,0
WARD 2,1230,SPRUCE AVENUE,70,6,1,0
WARD 2,1230,SPRUCE AVENUE,71,6,4,0
WARD 2,1230,SPRUCE AVENUE,72,4,5,0
WARD 2,1230,SPRUCE AVENUE,73,5,1,0
WARD 2,1230,SPRUCE AVENUE,74,4,1,0
WARD 2,1230,SPRUCE AVENUE,75,7,3,0
WARD 2,1230,SPRUCE AVENUE,76,6,5,0
WARD 2,1230,SPRUCE AVENUE,77,6,4,0
WARD 2,1230,SPRUCE AVENUE,78,8,5,0
WARD 2,1230,SPRUCE AVENUE,79,4,4,0
WARD 2,1230,SPRUCE AVENUE,80,3,1,0
WARD 2,1230,SPRUCE AVENUE,81,3,1,0
WARD 2,1230,SPRUCE AVENUE,82,2,3,0
WARD 2,1230,SPRUCE AVENUE,83,3,4,0
WARD 2,1230,SPRUCE AVENUE,84,1,0,0
WARD 2,1230,SPRUCE AVENUE,85+,19,16,0
WARD 2,1230,SPRUCE AVENUE,No response,223,237,1
WARD 2,1250,WESTWOOD,0,11,5,0
WARD 2,1250,WESTWOOD,1,9,7,0
WARD 2,1250,WESTWOOD,2,9,3,0
WARD 2,1250,WESTWOOD,3,7,11,0
WARD 2,1250,WESTWOOD,4,9,7,0
WARD 2,1250,WESTWOOD,5,12,7,0
WARD 2,1250,WESTWOOD,6,4,7,0
WARD 2,1250,WESTWOOD,7,5,4,0
WARD 2,1250,WESTWOOD,8,6,7,0
WARD 2,1250,WESTWOOD,9,4,5,0
WARD 2,1250,WESTWOOD,10,6,2,0
WARD 2,1250,WESTWOOD,11,5,3,0
WARD 2,1250,WESTWOOD,12,4,6,0
WARD 2,1250,WESTWOOD,13,4,4,0
WARD 2,1250,WESTWOOD,14,4,2,0
WARD 2,1250,WESTWOOD,15,2,3,0
WARD 2,1250,WESTWOOD,16,7,9,0
WARD 2,1250,WESTWOOD,17,7,9,0
WARD 2,1250,WESTWOOD,18,10,9,0
WARD 2,1250,WESTWOOD,19,19,18,0
WARD 2,1250,WESTWOOD,20,14,17,0
WARD 2,1250,WESTWOOD,21,21,26,0
WARD 2,1250,WESTWOOD,22,25,16,0
WARD 2,1250,WESTWOOD,23,19,27,0
WARD 2,1250,WESTWOOD,24,27,25,0
WARD 2,1250,WESTWOOD,25,24,29,0
WARD 2,1250,WESTWOOD,26,22,35,0
WARD 2,1250,WESTWOOD,27,20,22,0
WARD 2,1250,WESTWOOD,28,20,20,0
WARD 2,1250,WESTWOOD,29,25,28,0
WARD 2,1250,WESTWOOD,30,20,21,0
WARD 2,1250,WESTWOOD,31,23,20,0
WARD 2,1250,WESTWOOD,32,18,32,0
WARD 2,1250,WESTWOOD,33,21,19,0
WARD 2,1250,WESTWOOD,34,15,18,0
WARD 2,1250,WESTWOOD,35,10,21,0
WARD 2,1250,WESTWOOD,36,19,14,0
WARD 2,1250,WESTWOOD,37,19,26,0
WARD 2,1250,WESTWOOD,38,14,20,0
WARD 2,1250,WESTWOOD,39,11,19,0
WARD 2,1250,WESTWOOD,40,17,21,0
WARD 2,1250,WESTWOOD,41,11,20,0
WARD 2,1250,WESTWOOD,42,15,17,0
WARD 2,1250,WESTWOOD,43,13,17,0
WARD 2,1250,WESTWOOD,44,13,16,0
WARD 2,1250,WESTWOOD,45,10,14,0
WARD 2,1250,WESTWOOD,46,9,17,0
WARD 2,1250,WESTWOOD,47,11,15,0
WARD 2,1250,WESTWOOD,48,9,16,0
WARD 2,1250,WESTWOOD,49,8,18,0
WARD 2,1250,WESTWOOD,50,11,14,0
WARD 2,1250,WESTWOOD,51,22,19,0
WARD 2,1250,WESTWOOD,52,8,18,0
WARD 2,1250,WESTWOOD,53,19,15,0
WARD 2,1250,WESTWOOD,54,16,22,0
WARD 2,1250,WESTWOOD,55,16,20,0
WARD 2,1250,WESTWOOD,56,17,22,0
WARD 2,1250,WESTWOOD,57,17,13,0
WARD 2,1250,WESTWOOD,58,17,16,0
WARD 2,1250,WESTWOOD,59,20,13,0
WARD 2,1250,WESTWOOD,60,13,9,0
WARD 2,1250,WESTWOOD,61,17,12,0
WARD 2,1250,WESTWOOD,62,8,8,1
WARD 2,1250,WESTWOOD,63,12,22,0
WARD 2,1250,WESTWOOD,64,12,12,0
WARD 2,1250,WESTWOOD,65,6,10,0
WARD 2,1250,WESTWOOD,66,9,12,0
WARD 2,1250,WESTWOOD,67,7,14,0
WARD 2,1250,WESTWOOD,68,6,9,0
WARD 2,1250,WESTWOOD,69,4,7,0
WARD 2,1250,WESTWOOD,70,9,5,0
WARD 2,1250,WESTWOOD,71,6,7,0
WARD 2,1250,WESTWOOD,72,6,7,0
WARD 2,1250,WESTWOOD,73,4,5,0
WARD 2,1250,WESTWOOD,74,4,3,0
WARD 2,1250,WESTWOOD,75,4,4,0
WARD 2,1250,WESTWOOD,76,6,2,0
WARD 2,1250,WESTWOOD,77,5,1,0
WARD 2,1250,WESTWOOD,78,5,2,0
WARD 2,1250,WESTWOOD,79,5,3,0
WARD 2,1250,WESTWOOD,80,4,5,0
WARD 2,1250,WESTWOOD,81,0,1,0
WARD 2,1250,WESTWOOD,82,3,4,0
WARD 2,1250,WESTWOOD,83,0,4,0
WARD 2,1250,WESTWOOD,84,0,1,0
WARD 2,1250,WESTWOOD,85+,23,4,0
WARD 2,1250,WESTWOOD,No response,448,581,0
WARD 2,1280,YELLOWHEAD CORRIDOR WEST,0,0,0,0
WARD 2,1280,YELLOWHEAD CORRIDOR WEST,1,0,0,0
WARD 2,1280,YELLOWHEAD CORRIDOR WEST,2,0,0,0
WARD 2,1280,YELLOWHEAD CORRIDOR WEST,3,0,0,0
WARD 2,1280,YELLOWHEAD CORRIDOR WEST,4,0,0,0
WARD 2,1280,YELLOWHEAD CORRIDOR WEST,5,0,0,0
WARD 2,1280,YELLOWHEAD CORRIDOR WEST,6,0,0,0
WARD 2,1280,YELLOWHEAD CORRIDOR WEST,7,0,0,0
WARD 2,1280,YELLOWHEAD CORRIDOR WEST,8,0,0,0
WARD 2,1280,YELLOWHEAD CORRIDOR WEST,9,0,0,0
WARD 2,1280,YELLOWHEAD CORRIDOR WEST,10,0,0,0
WARD 2,1280,YELLOWHEAD CORRIDOR WEST,11,0,0,0
WARD 2,1280,YELLOWHEAD CORRIDOR WEST,12,0,0,0
WARD 2,1280,YELLOWHEAD CORRIDOR WEST,13,0,0,0
WARD 2,1280,YELLOWHEAD CORRIDOR WEST,14,0,0,0
WARD 2,1280,YELLOWHEAD CORRIDOR WEST,15,0,0,0
WARD 2,1280,YELLOWHEAD CORRIDOR WEST,16,0,0,0
WARD 2,1280,YELLOWHEAD CORRIDOR WEST,17,0,0,0
WARD 2,1280,YELLOWHEAD CORRIDOR WEST,18,0,0,0
WARD 2,1280,YELLOWHEAD CORRIDOR WEST,19,0,0,0
WARD 2,1280,YELLOWHEAD CORRIDOR WEST,20,0,0,0
WARD 2,1280,YELLOWHEAD CORRIDOR WEST,21,0,0,0
WARD 2,1280,YELLOWHEAD CORRIDOR WEST,22,0,0,0
WARD 2,1280,YELLOWHEAD CORRIDOR WEST,23,0,0,0
WARD 2,1280,YELLOWHEAD CORRIDOR WEST,24,0,0,0
WARD 2,1280,YELLOWHEAD CORRIDOR WEST,25,0,0,0
WARD 2,1280,YELLOWHEAD CORRIDOR WEST,26,0,0,0
WARD 2,1280,YELLOWHEAD CORRIDOR WEST,27,0,0,0
WARD 2,1280,YELLOWHEAD CORRIDOR WEST,28,0,0,0
WARD 2,1280,YELLOWHEAD CORRIDOR WEST,29,0,0,0
WARD 2,1280,YELLOWHEAD CORRIDOR WEST,30,0,0,0
WARD 2,1280,YELLOWHEAD CORRIDOR WEST,31,0,0,0
WARD 2,1280,YELLOWHEAD CORRIDOR WEST,32,0,0,0
WARD 2,1280,YELLOWHEAD CORRIDOR WEST,33,0,0,0
WARD 2,1280,YELLOWHEAD CORRIDOR WEST,34,0,0,0
WARD 2,1280,YELLOWHEAD CORRIDOR WEST,35,0,0,0
WARD 2,1280,YELLOWHEAD CORRIDOR WEST,36,0,0,0
WARD 2,1280,YELLOWHEAD CORRIDOR WEST,37,0,0,0
WARD 2,1280,YELLOWHEAD CORRIDOR WEST,38,0,0,0
WARD 2,1280,YELLOWHEAD CORRIDOR WEST,39,0,0,0
WARD 2,1280,YELLOWHEAD CORRIDOR WEST,40,0,0,0
WARD 2,1280,YELLOWHEAD CORRIDOR WEST,41,0,0,0
WARD 2,1280,YELLOWHEAD CORRIDOR WEST,42,0,0,0
WARD 2,1280,YELLOWHEAD CORRIDOR WEST,43,0,0,0
WARD 2,1280,YELLOWHEAD CORRIDOR WEST,44,0,0,0
WARD 2,1280,YELLOWHEAD CORRIDOR WEST,45,0,0,0
WARD 2,1280,YELLOWHEAD CORRIDOR WEST,46,0,0,0
WARD 2,1280,YELLOWHEAD CORRIDOR WEST,47,0,0,0
WARD 2,1280,YELLOWHEAD CORRIDOR WEST,48,0,0,0
WARD 2,1280,YELLOWHEAD CORRIDOR WEST,49,0,0,0
WARD 2,1280,YELLOWHEAD CORRIDOR WEST,50,0,0,0
WARD 2,1280,YELLOWHEAD CORRIDOR WEST,51,0,0,0
WARD 2,1280,YELLOWHEAD CORRIDOR WEST,52,0,0,0
WARD 2,1280,YELLOWHEAD CORRIDOR WEST,53,0,0,0
WARD 2,1280,YELLOWHEAD CORRIDOR WEST,54,0,0,0
WARD 2,1280,YELLOWHEAD CORRIDOR WEST,55,0,0,0
WARD 2,1280,YELLOWHEAD CORRIDOR WEST,56,0,0,0
WARD 2,1280,YELLOWHEAD CORRIDOR WEST,57,0,0,0
WARD 2,1280,YELLOWHEAD CORRIDOR WEST,58,0,0,0
WARD 2,1280,YELLOWHEAD CORRIDOR WEST,59,0,0,0
WARD 2,1280,YELLOWHEAD CORRIDOR WEST,60,0,0,0
WARD 2,1280,YELLOWHEAD CORRIDOR WEST,61,0,0,0
WARD 2,1280,YELLOWHEAD CORRIDOR WEST,62,0,0,0
WARD 2,1280,YELLOWHEAD CORRIDOR WEST,63,0,0,0
WARD 2,1280,YELLOWHEAD CORRIDOR WEST,64,0,0,0
WARD 2,1280,YELLOWHEAD CORRIDOR WEST,65,0,0,0
WARD 2,1280,YELLOWHEAD CORRIDOR WEST,66,0,0,0
WARD 2,1280,YELLOWHEAD CORRIDOR WEST,67,0,0,0
WARD 2,1280,YELLOWHEAD CORRIDOR WEST,68,0,0,0
WARD 2,1280,YELLOWHEAD CORRIDOR WEST,69,0,0,0
WARD 2,1280,YELLOWHEAD CORRIDOR WEST,70,0,0,0
WARD 2,1280,YELLOWHEAD CORRIDOR WEST,71,0,0,0
WARD 2,1280,YELLOWHEAD CORRIDOR WEST,72,0,0,0
WARD 2,1280,YELLOWHEAD CORRIDOR WEST,73,0,0,0
WARD 2,1280,YELLOWHEAD CORRIDOR WEST,74,0,0,0
WARD 2,1280,YELLOWHEAD CORRIDOR WEST,75,0,0,0
WARD 2,1280,YELLOWHEAD CORRIDOR WEST,76,0,0,0
WARD 2,1280,YELLOWHEAD CORRIDOR WEST,77,0,0,0
WARD 2,1280,YELLOWHEAD CORRIDOR WEST,78,0,0,0
WARD 2,1280,YELLOWHEAD CORRIDOR WEST,79,0,0,0
WARD 2,1280,YELLOWHEAD CORRIDOR WEST,80,0,0,0
WARD 2,1280,YELLOWHEAD CORRIDOR WEST,81,0,0,0
WARD 2,1280,YELLOWHEAD CORRIDOR WEST,82,0,0,0
WARD 2,1280,YELLOWHEAD CORRIDOR WEST,83,0,0,0
WARD 2,1280,YELLOWHEAD CORRIDOR WEST,84,0,0,0
WARD 2,1280,YELLOWHEAD CORRIDOR WEST,85+,0,0,0
WARD 2,1280,YELLOWHEAD CORRIDOR WEST,No response,0,0,0
WARD 2,3010,ATHLONE,0,3,6,0
WARD 2,3010,ATHLONE,1,9,11,0
WARD 2,3010,ATHLONE,2,10,10,0
WARD 2,3010,ATHLONE,3,9,12,0
WARD 2,3010,ATHLONE,4,14,15,0
WARD 2,3010,ATHLONE,5,23,19,0
WARD 2,3010,ATHLONE,6,10,7,0
WARD 2,3010,ATHLONE,7,15,16,0
WARD 2,3010,ATHLONE,8,17,9,0
WARD 2,3010,ATHLONE,9,17,10,0
WARD 2,3010,ATHLONE,10,9,21,0
